league,game_date,local_team,local_team_points,visit_team,visit_team_points,player_team,player_name,player_total_points,time,one_point_shots_get,one_point_shots_made,two_point_shots_get,two_point_shots_made,three_point_shots_get,three_point_shots_made,rebouts,assists,fouls,received_fouls
lega,29/12/2019,Segafredo Virtus Bologna,83,A|X Armani Exchange Milano,70,visit,Gudaitis Arturas,23,8,0,1,4,6,0,0,6,0,3,2
lega,29/12/2019,Segafredo Virtus Bologna,83,A|X Armani Exchange Milano,70,visit,Moraschini Riccardo,18,1,1,2,0,1,0,3,2,0,0,1
lega,29/12/2019,Segafredo Virtus Bologna,83,A|X Armani Exchange Milano,70,visit,Roll Michael,20,0,0,0,0,2,0,2,2,2,2,1
lega,29/12/2019,Segafredo Virtus Bologna,83,A|X Armani Exchange Milano,70,visit,Rodriguez Sergio,27,19,5,6,1,4,4,9,3,5,2,5
lega,29/12/2019,Segafredo Virtus Bologna,83,A|X Armani Exchange Milano,70,visit,Tarczewski Kaleb,13,3,1,2,1,3,0,0,1,0,4,3
lega,29/12/2019,Segafredo Virtus Bologna,83,A|X Armani Exchange Milano,70,visit,Cinciarini Andrea,10,3,0,0,0,0,1,3,1,0,1,1
lega,29/12/2019,Segafredo Virtus Bologna,83,A|X Armani Exchange Milano,70,visit,Burns Christian,3,2,0,0,1,1,0,0,0,0,1,0
lega,29/12/2019,Segafredo Virtus Bologna,83,A|X Armani Exchange Milano,70,visit,Brooks Jeff,14,5,1,2,2,2,0,0,2,1,3,3
lega,29/12/2019,Segafredo Virtus Bologna,83,A|X Armani Exchange Milano,70,visit,Scola Luis,21,9,2,2,2,4,1,1,4,0,2,1
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,local,Gaines Frank,18,9,0,0,0,3,3,5,3,1,2,2
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,local,Deri Lorenzo,2,0,0,0,0,0,0,1,0,0,1,0
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,local,Pajola Alessandro,23,7,2,3,1,2,1,2,2,6,4,3
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,local,Baldi Rossi Filippo,17,14,0,0,4,5,2,3,6,1,2,1
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,local,Markovic Stefan,15,0,0,0,0,0,0,0,1,4,0,0
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,local,Ricci Giampaolo,23,22,2,2,4,6,4,5,4,0,2,3
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,local,Delia Marcos,26,4,0,0,2,4,0,0,3,0,1,3
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,local,Cournooh David Reginald,19,9,0,0,3,4,1,5,3,2,2,0
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,local,Hunter Vince,14,5,3,4,1,1,0,1,2,0,4,2
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,local,Weems Kyle,15,4,0,0,2,3,0,1,5,1,0,0
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,local,Nikolic Stefan,8,7,4,4,0,0,1,1,4,1,1,2
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,local,Teodosic Milos,20,9,2,2,2,3,1,6,0,4,1,1
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,visit,Della Rosa Gianluca,9,0,0,0,0,0,0,1,1,1,3,0
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,visit,Petteway Terran,28,16,3,4,2,7,3,8,5,1,2,2
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,visit,D'Ercole Lorenzo,18,0,0,0,0,0,0,2,2,0,1,0
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,visit,Quarisa Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,visit,Brandt Angus,32,11,3,4,4,7,0,0,7,3,4,6
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,visit,Salumu Jean,30,13,0,0,2,6,3,5,0,4,1,0
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,visit,Landi Aristide,17,8,3,4,1,3,1,6,4,2,3,2
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,visit,Dowdell Zabian,27,6,2,4,2,4,0,3,5,2,1,9
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,visit,Johnson Justin,25,6,0,0,3,6,0,1,3,1,1,1
lega,18/01/2020,Segafredo Virtus Bologna,90,OriOra Pistoia,60,visit,Wheatle Carl,14,0,0,0,0,0,0,2,3,0,1,0
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,local,Deri Lorenzo,6,1,1,1,0,0,0,0,0,1,1,0
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,local,Marble Devyn,24,10,0,0,5,10,0,2,5,2,1,2
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,local,Pajola Alessandro,22,7,2,2,1,4,1,1,1,5,3,1
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,local,Baldi Rossi Filippo,17,12,2,2,2,2,2,3,2,0,2,1
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,local,Ricci Giampaolo,23,11,0,0,1,2,3,6,8,7,1,0
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,local,Delia Marcos,13,6,2,2,2,3,0,0,6,1,2,1
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,local,Cournooh David Reginald,20,13,0,0,5,7,1,1,3,2,1,2
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,local,Hunter Vince,17,15,1,2,7,8,0,0,5,0,2,2
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,local,Weems Kyle,23,11,0,0,4,4,1,1,2,3,2,1
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,local,Nikolic Stefan,3,2,0,0,1,2,0,0,0,1,0,0
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,local,Teodosic Milos,22,15,6,6,3,7,1,2,2,8,1,5
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,local,Gamble Julian,10,3,1,4,1,3,0,0,1,0,0,3
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,visit,Barford Jaylen,27,18,0,0,3,10,4,7,2,4,3,1
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,visit,Drell Henri,18,6,0,0,0,1,2,4,1,2,2,1
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,visit,Mussini Federico,13,5,0,2,1,1,1,3,0,2,0,1
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,visit,Williams Troy,22,15,4,4,4,7,1,6,3,0,3,5
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,visit,Pusica Vasa,27,14,0,0,4,6,2,5,3,6,1,2
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,visit,Miaschi Federico,12,4,1,2,0,0,1,3,2,1,3,2
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,visit,Eboua Paul,25,10,2,4,1,3,2,4,9,1,2,2
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,visit,Basso Beniamino,0,0,0,0,0,0,0,0,0,0,0,0
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,visit,Thomas Zach,15,3,0,0,0,0,1,2,1,1,0,1
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,visit,Totè Leonardo,18,6,0,2,3,7,0,0,5,1,3,1
lega,01/02/2020,Segafredo Virtus Bologna,106,Carpegna Prosciutto Basket Pesaro,89,visit,Zanotti Simone,23,8,0,0,1,1,2,3,2,2,1,0
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,local,Martin Kelvin,23,2,0,0,1,6,0,1,3,1,4,0
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,local,Pascolo Davide,14,2,0,0,1,3,0,0,8,1,1,1
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,local,Conti  Luca,2,0,0,0,0,0,0,0,0,0,0,0
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,local,Browne Gary,33,17,4,4,5,9,1,2,2,5,0,6
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,local,Forray Toto,21,2,0,0,1,4,0,1,3,1,4,0
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,local,Sanders Victor,21,8,0,0,4,5,0,2,4,1,3,1
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,local,Mezzanotte Andrea,4,0,0,0,0,0,0,1,0,0,1,0
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,local,Morgan Jeremy,20,11,0,0,1,2,3,6,4,1,2,2
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,local,Williams JaCorey,28,13,1,5,6,14,0,0,8,0,3,4
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,local,Ladurner Maximilian,11,4,0,0,2,2,0,0,1,0,2,0
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,local,Lechthaler Luca,0,0,0,0,0,0,0,0,0,0,0,0
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,local,Maye Luke,23,22,2,2,4,7,4,5,3,0,2,3
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,visit,Besozzi Alberto,0,0,0,0,0,0,0,0,0,0,0,0
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,visit,Bostic Joshua,29,16,7,8,0,2,3,5,3,2,4,4
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,visit,Candi Leonardo,21,8,0,0,1,3,2,2,1,2,4,2
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,visit,Baldi Rossi Filippo,24,3,0,0,0,3,1,3,4,1,2,1
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,visit,Taylor Brandon,28,19,2,2,4,5,3,5,2,3,1,4
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,visit,Giannini Marco,0,0,0,0,0,0,0,0,0,0,0,0
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,visit,Elegar Frank,25,17,7,8,5,7,0,0,7,0,2,4
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,visit,Johnson Justin,19,12,2,5,2,4,2,2,4,1,1,5
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,visit,Bonacini Federico,0,0,0,0,0,0,0,0,0,0,0,0
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,visit,Diouf Mouhamet Rassoul,12,2,2,2,0,2,0,1,4,0,1,1
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,visit,Blums Janis,8,0,0,0,0,1,0,0,0,0,1,0
lega,03/10/2020,Dolomiti Energia Trentino,81,UNAHOTELS Reggio Emilia,87,visit,Kyzlink Tomas,34,10,1,2,3,6,1,5,4,2,1,1
lega,25/10/2020,Dolomiti Energia Trentino,85,Vanoli Basket Cremona,83,local,Martin Kelvin,29,9,1,1,4,7,0,0,4,3,4,1
lega,25/10/2020,Dolomiti Energia Trentino,85,Vanoli Basket Cremona,83,local,Jovanovic Igor,0,0,0,0,0,0,0,0,0,0,0,0
lega,25/10/2020,Dolomiti Energia Trentino,85,Vanoli Basket Cremona,83,local,Conti  Luca,18,5,0,0,1,3,1,1,5,1,1,1
lega,25/10/2020,Dolomiti Energia Trentino,85,Vanoli Basket Cremona,83,local,Browne Gary,24,4,0,0,2,4,0,5,5,1,2,1
lega,25/10/2020,Dolomiti Energia Trentino,85,Vanoli Basket Cremona,83,local,Forray Toto,29,10,0,0,2,5,2,5,7,6,4,0
lega,25/10/2020,Dolomiti Energia Trentino,85,Vanoli Basket Cremona,83,local,Sanders Victor,30,16,2,3,4,8,2,5,2,3,4,3
lega,25/10/2020,Dolomiti Energia Trentino,85,Vanoli Basket Cremona,83,local,Morgan Jeremy,34,9,0,1,0,1,3,11,4,5,3,3
lega,25/10/2020,Dolomiti Energia Trentino,85,Vanoli Basket Cremona,83,local,Williams JaCorey,41,24,4,5,10,16,0,0,13,3,3,4
lega,25/10/2020,Dolomiti Energia Trentino,85,Vanoli Basket Cremona,83,local,Ladurner Maximilian,2,0,0,0,0,0,0,0,0,0,0,0
lega,25/10/2020,Dolomiti Energia Trentino,85,Vanoli Basket Cremona,83,local,Lechthaler Luca,0,0,0,0,0,0,0,0,0,0,0,0
lega,25/10/2020,Dolomiti Energia Trentino,85,Vanoli Basket Cremona,83,local,Maye Luke,18,8,1,2,2,6,1,3,2,1,0,2
lega,25/10/2020,Dolomiti Energia Trentino,85,Vanoli Basket Cremona,83,visit,Williams TJ,23,12,3,5,3,5,1,1,0,4,3,6
lega,25/10/2020,Dolomiti Energia Trentino,85,Vanoli Basket Cremona,83,visit,Trunic Lazar,0,0,0,0,0,0,0,0,0,0,0,0
lega,25/10/2020,Dolomiti Energia Trentino,85,Vanoli Basket Cremona,83,visit,Williams Jarvis,25,6,0,0,3,8,0,1,10,1,0,1
lega,25/10/2020,Dolomiti Energia Trentino,85,Vanoli Basket Cremona,83,visit,Poeta Giuseppe,27,14,6,6,1,3,2,6,6,4,0,4
lega,25/10/2020,Dolomiti Energia Trentino,85,Vanoli Basket Cremona,83,visit,Mian Fabio,39,13,2,2,4,5,1,8,6,1,3,1
lega,25/10/2020,Dolomiti Energia Trentino,85,Vanoli Basket Cremona,83,visit,Lee Marcus,20,4,0,0,2,2,0,0,4,1,2,0
lega,25/10/2020,Dolomiti Energia Trentino,85,Vanoli Basket Cremona,83,visit,Cournooh David Reginald,39,9,5,6,2,4,0,3,2,2,2,4
lega,25/10/2020,Dolomiti Energia Trentino,85,Vanoli Basket Cremona,83,visit,Palmi Topias,11,3,0,0,0,0,1,1,0,0,4,0
lega,25/10/2020,Dolomiti Energia Trentino,85,Vanoli Basket Cremona,83,visit,Hommes Daulton,41,22,2,3,4,9,4,8,5,2,1,4
lega,25/10/2020,Dolomiti Energia Trentino,85,Vanoli Basket Cremona,83,visit,Donda Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,local,Cline T.J.,21,4,2,2,1,2,0,1,4,3,2,3
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,local,Vitali Luca,19,10,2,2,1,2,2,7,1,2,1,4
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,local,Parrillo Salvatore,0,0,0,0,0,0,0,0,0,0,0,0
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,local,Chery Kenny,28,24,0,0,3,3,6,8,4,3,0,3
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,local,Bortolani Giordano,5,0,0,0,0,1,0,1,0,0,1,0
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,local,Ristic Dusan,13,2,0,0,1,5,0,0,6,0,4,0
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,local,Crawford Andrew,32,9,0,0,3,9,1,4,5,1,2,1
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,local,Burns Christian,21,13,4,4,3,6,1,4,8,0,4,3
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,local,Kalinoski Tyler,14,10,0,0,2,3,2,3,1,2,4,1
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,local,Moss David,22,6,1,1,1,4,1,2,1,2,2,2
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,local,Sacchetti Brian,19,2,2,2,0,1,0,1,3,5,4,2
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,local,Ancellotti Andrea,6,0,0,0,0,1,0,0,3,0,1,0
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,visit,Tessitori Amedeo,11,6,0,4,3,3,0,0,1,0,1,3
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,visit,Abass Abass Awudu,22,5,1,2,2,5,0,2,5,1,1,1
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,visit,Pajola Alessandro,16,3,1,2,1,3,0,0,0,2,1,1
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,visit,Alibegovic Amar,23,11,4,5,2,3,1,3,3,2,2,3
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,visit,Markovic Stefan,24,7,0,0,2,2,1,3,5,5,4,1
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,visit,Ricci Giampaolo,11,0,0,0,0,1,0,1,1,0,4,1
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,visit,Adams Josh,9,0,0,0,0,1,0,1,0,0,0,0
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,visit,Hunter Vince,19,14,4,5,5,7,0,0,1,2,3,3
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,visit,Weems Kyle,26,10,0,0,2,6,2,3,10,1,1,1
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,visit,Nikolic Stefan,0,0,0,0,0,0,0,0,0,0,0,0
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,visit,Teodosic Milos,23,19,2,2,4,4,3,11,2,7,2,4
lega,04/10/2020,Germani Brescia,80,Virtus Segafredo Bologna,81,visit,Gamble Julian,16,6,4,7,1,3,0,0,4,0,0,7
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,local,Vitali Luca,23,2,0,0,1,1,0,3,1,5,3,1
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,local,Parrillo Salvatore,9,0,0,0,0,0,0,1,0,1,0,0
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,local,Chery Kenny,23,14,4,4,2,5,2,3,2,1,3,2
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,local,Bortolani Giordano,11,5,0,0,1,3,1,3,0,0,2,0
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,local,Ristic Dusan,19,4,0,0,2,3,0,0,8,1,0,3
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,local,Crawford Andrew,31,19,2,2,4,5,3,4,5,4,1,3
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,local,Burns Christian,27,17,2,4,6,11,1,3,11,2,2,3
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,local,Moss David,23,5,1,1,2,2,0,4,2,1,2,4
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,local,Sacchetti Brian,23,5,2,2,0,2,1,2,4,1,2,1
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,local,Ancellotti Andrea,11,4,2,2,1,3,0,0,5,0,2,2
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,visit,Coronica Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,visit,Mussini Federico,4,0,0,0,0,1,0,0,0,0,0,0
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,visit,Upson DeVonte,21,0,0,2,0,0,0,0,5,0,5,3
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,visit,Fernandez Juan Manuel,21,0,0,0,0,3,0,6,2,5,2,2
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,visit,Arnaldo Andrea,0,0,0,0,0,0,0,0,0,0,0,0
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,visit,Laquintana Tommaso,25,13,0,0,5,9,1,2,4,2,0,5
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,visit,Delia Marcos,19,8,2,2,3,7,0,0,1,2,1,3
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,visit,Da Ros Matteo,0,0,0,0,0,0,0,0,0,0,0,0
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,visit,Grazulis Andrejs,36,8,0,0,4,7,0,4,7,0,3,2
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,visit,Doyle Milton,31,18,0,0,3,4,4,11,1,2,4,0
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,visit,Alviti Davide,29,14,3,4,1,2,3,5,6,0,1,2
lega,18/10/2020,Germani Brescia,75,Allianz Pallacanestro Trieste,63,visit,Cebasek Jakob,14,2,0,0,1,1,0,4,5,0,3,0
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,local,Bertini Alessandro,0,0,0,0,0,0,0,0,0,0,0,0
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,local,Cline T.J.,21,6,0,0,3,6,0,2,3,1,0,0
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,local,Vitali Luca,25,3,0,0,0,3,1,3,2,6,2,2
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,local,Parrillo Salvatore,4,2,0,0,1,1,0,0,1,0,0,0
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,local,Chery Kenny,29,9,0,0,3,5,1,4,1,2,1,1
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,local,Bortolani Giordano,9,5,1,1,2,3,0,4,1,1,0,1
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,local,Ristic Dusan,23,14,0,0,7,12,0,0,9,1,3,1
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,local,Crawford Andrew,29,2,0,0,1,6,0,1,4,3,3,3
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,local,Burns Christian,15,8,3,6,1,3,1,2,3,1,0,4
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,local,Moss David,24,6,2,2,2,6,0,1,8,1,1,3
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,local,Sacchetti Brian,19,9,2,2,2,2,1,4,3,1,2,2
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,local,Ancellotti Andrea,2,0,0,0,0,0,0,0,0,0,2,0
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,visit,Hadzic Damir,7,0,0,0,0,0,0,1,1,1,1,0
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,visit,Biordi Ygor,3,0,0,0,0,0,0,0,0,0,2,1
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,visit,Beane Anthony,23,4,0,0,2,5,0,3,3,2,4,0
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,visit,Campogrande Luca,27,19,0,0,2,3,5,7,3,0,4,0
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,visit,Baldasso Tommaso,30,10,0,0,2,3,2,9,7,4,1,3
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,visit,Cervi Riccardo,11,3,1,2,1,2,0,0,1,0,2,2
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,visit,Hunt Dario,29,14,0,3,7,9,0,0,10,1,0,5
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,visit,Robinson Gerald,33,9,1,1,4,8,0,3,2,1,2,3
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,visit,Farley Liam,0,0,0,0,0,0,0,0,0,0,0,0
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,visit,Nizza Pietro,0,0,0,0,0,0,0,0,0,0,0,0
lega,31/10/2020,Germani Brescia,64,Virtus Roma,70,visit,Wilson Jamil,37,11,0,0,4,4,1,5,6,0,1,0
lega,04/10/2020,Banco di Sardegna Sassari,72,Allianz Pallacanestro Trieste,74,local,Spissu Marco,30,5,0,0,1,4,1,7,8,9,3,2
lega,04/10/2020,Banco di Sardegna Sassari,72,Allianz Pallacanestro Trieste,74,local,Bilan Miro,28,5,3,4,1,5,0,0,6,1,4,6
lega,04/10/2020,Banco di Sardegna Sassari,72,Allianz Pallacanestro Trieste,74,local,Treier Kaspar,5,0,0,0,0,0,0,1,0,0,1,0
lega,04/10/2020,Banco di Sardegna Sassari,72,Allianz Pallacanestro Trieste,74,local,Pusica Vasa,23,16,5,7,1,3,3,5,2,1,2,5
lega,04/10/2020,Banco di Sardegna Sassari,72,Allianz Pallacanestro Trieste,74,local,Kruslin Filip,22,16,2,4,1,4,4,5,5,0,0,4
lega,04/10/2020,Banco di Sardegna Sassari,72,Allianz Pallacanestro Trieste,74,local,Devecchi Giacomo,6,0,0,0,0,0,0,2,0,0,1,0
lega,04/10/2020,Banco di Sardegna Sassari,72,Allianz Pallacanestro Trieste,74,local,Re Marco Antonio,0,0,0,0,0,0,0,0,0,0,0,0
lega,04/10/2020,Banco di Sardegna Sassari,72,Allianz Pallacanestro Trieste,74,local,Burnell Jason,29,15,1,3,7,14,0,2,8,1,3,3
lega,04/10/2020,Banco di Sardegna Sassari,72,Allianz Pallacanestro Trieste,74,local,Bendzius Eimantas,25,7,0,2,2,4,1,7,3,1,1,2
lega,04/10/2020,Banco di Sardegna Sassari,72,Allianz Pallacanestro Trieste,74,local,Gandini Luca,10,2,2,2,0,1,0,0,3,1,4,1
lega,04/10/2020,Banco di Sardegna Sassari,72,Allianz Pallacanestro Trieste,74,local,Gentile Stefano,22,6,2,2,2,4,0,4,3,0,1,1
lega,04/10/2020,Banco di Sardegna Sassari,72,Allianz Pallacanestro Trieste,74,local,Tillman Justin,0,0,0,0,0,0,0,0,0,0,0,0
lega,04/10/2020,Banco di Sardegna Sassari,72,Allianz Pallacanestro Trieste,74,visit,Coronica Andrea,4,0,0,0,0,0,0,1,1,0,0,2
lega,04/10/2020,Banco di Sardegna Sassari,72,Allianz Pallacanestro Trieste,74,visit,Upson DeVonte,15,3,1,2,1,1,0,0,2,0,2,2
lega,04/10/2020,Banco di Sardegna Sassari,72,Allianz Pallacanestro Trieste,74,visit,Fernandez Juan Manuel,30,20,3,4,7,10,1,5,2,5,3,4
